decimalLongitude,decimalLatitude,species
2.30042082918019,39.5658036300448,Ephedra fragilis subsp. fragilis
2.30033026858323,39.5748133353423,Ephedra fragilis subsp. fragilis
2.30023966730164,39.5838230264839,Ephedra fragilis subsp. fragilis
2.31206158983038,39.5658731235428,Ephedra fragilis subsp. fragilis
2.31197253583894,39.5748828509535,Ephedra fragilis subsp. fragilis
2.3118834418396,39.5838925642139,Ephedra fragilis subsp. fragilis
2.32361484310245,39.5749512002959,Ephedra fragilis subsp. fragilis
2.32352725640526,39.5839609353042,Ephedra fragilis subsp. fragilis
2.32343963035734,39.5929706561667,Ephedra fragilis subsp. fragilis
2.33517111032153,39.5840281397427,Ephedra fragilis subsp. fragilis
2.33508499227242,39.5930378819875,Ephedra fragilis subsp. fragilis
2.34698410900279,39.5660746086027,Ephedra fragilis subsp. fragilis
2.34689957494586,39.5750844001273,Ephedra fragilis subsp. fragilis
2.34673039288025,39.5931039407738,Ephedra fragilis subsp. fragilis
2.35895676240397,39.530100048555,Ephedra fragilis subsp. fragilis
2.35862502554612,39.5661394384394,Ephedra fragilis subsp. fragilis
2.35845893349749,39.5841590486187,Ephedra fragilis subsp. fragilis
2.35837583150338,39.5931688325144,Ephedra fragilis subsp. fragilis
2.35829269217132,39.6021786022797,Ephedra fragilis subsp. fragilis
2.37026597937163,39.5662031023323,Ephedra fragilis subsp. fragilis
2.37010290140294,39.5842227530335,Ephedra fragilis subsp. fragilis
2.36993967686527,39.6022423472372,Ephedra fragilis subsp. fragilis
2.38230650098239,39.521216127027,Ephedra fragilis subsp. fragilis
2.38158669823782,39.6023049247555,Ephedra fragilis subsp. fragilis
2.38150654038911,39.6113147205763,Ephedra fragilis subsp. fragilis
2.40472653577061,39.6204462323636,Ephedra fragilis subsp. fragilis
2.41720711424246,39.5213963380447,Ephedra fragilis subsp. fragilis
2.41713178988582,39.5304063182859,Ephedra fragilis subsp. fragilis
2.41637668275374,39.6205053450923,Ephedra fragilis subsp. fragilis
2.42854523773002,39.5574939900253,Ephedra fragilis subsp. fragilis
2.4406911177815,39.4944805236021,Ephedra fragilis subsp. fragilis
2.44018489491315,39.5575506400043,Ephedra fragilis subsp. fragilis
2.4401124473674,39.5665606002697,Ephedra fragilis subsp. fragilis
2.43967707804454,39.6206200658673,Ephedra fragilis subsp. fragilis
2.45232028339301,39.4945358844633,Ephedra fragilis subsp. fragilis
2.452108031843,39.521566071776,Ephedra fragilis subsp. fragilis
2.46283826476727,39.6387498927718,Ephedra fragilis subsp. fragilis
2.47578167445895,39.4676127005752,Ephedra fragilis subsp. fragilis
2.47571404973467,39.4766228534528,Ephedra fragilis subsp. fragilis
2.47551099330612,39.5036532276535,Ephedra fragilis subsp. fragilis
2.47462791411358,39.6207833851774,Ephedra fragilis subsp. fragilis
2.48740643292674,39.4676645227064,Ephedra fragilis subsp. fragilis
2.48720796799432,39.4946949886426,Ephedra fragilis subsp. fragilis
2.48700923556262,39.5217253279579,Ephedra fragilis subsp. fragilis
2.49909581788814,39.4587049832854,Ephedra fragilis subsp. fragilis
2.49903122107238,39.4677151828592,Ephedra fragilis subsp. fragilis
